Date,ID,Tweet
15/07/2020 03:12,1.38E+18,https://t.co/WYDqt3xbU4\nJust listen one time plz \ud83d\udc46\ud83d\udc46\n@indijaswaloye \n@ravishndtv \n#FarmersProtest 
16/07/2020 03:13,1.38E+18,More than 4 months..\nFaced extreme weather conditions..\nWitnessed 300+ deaths..\n\nPlease don't fall for the false propaganda made by anyone..\n #StopHateAgainstFarmers\n#FarmersProtest https://t.co/ZDH8iXSfOA 
17/07/2020 03:13,1.38E+18,Treat farmers with dignity.\nDon't treat them as enemies.\n\n#FarmersProtest\n#StopHateAgainstFarmers https://t.co/DtYfshGoL8 
18/07/2020 03:13,1.38E+18,@MahuaMoitra #WestBengal #bengal ppl need wake up and stay against antinational RSS bjp.\nand #WestBengal &amp; #nandigram ppl should forget their own personal issues. \n#FarmersProtest \n#StopHateAgainstFarmers https://t.co/B0X9u1ZkJ1 
19/07/2020 03:14,1.38E+18,Farmers being met with violence and hatred since the beginning of #FarmersProtest and they are the ones who deserve the most respect for being the Anndatas #StopHateAgainstFarmers @NavJammu @AhluwaliaA2 @Jaswind42704842 @Sachin88617922 @BinduGhuman @Farmers48334430 @ravdeepkaura https://t.co/7gvN7g0vts 
20/07/2020 03:14,1.38E+18,@PMOIndia And what is forcing you to ruin farmer's talent? When will you have an aha moment that farmers are fighting for their rights and losing their lives right under your nose in Delhi. \n\n#FarmersProtest\n#StopHateAgainstFarmers 
21/07/2020 03:14,1.38E+18,@hanumanbeniwal @RLPINDIAorg Go to #FarmersProtest sites too. 
22/07/2020 03:15,1.38E+18,@mandeeppunia1 Not only Haryana Punjab\n\n#\u092a\u0902\u091c\u093e\u092c_\u0939\u0930\u093f\u092f\u093e\u0923\u093e_\u092f\u0942\u092a\u0940_\u0930\u093e\u091c\u0938\u094d\u0925\u093e\u0928_\u090f\u0915\u0924\u093e_\u091c\u093f\u0902\u0926\u093e\u092c\u093e\u0926 #FarmersProtest \nUnited We Stand\nDivided We Fall https://t.co/NH9wMdVXgI 
23/07/2020 03:15,1.38E+18,The latest numbers show that 30 farmers die by suicide everyday in the country.\n\nIn 2019around 10281 people engaged in farming committed suicide
24/07/2020 03:16,1.38E+18,At @CityofVancouver this morning.  #FarmersProtest #StopHateAgainstFarmers https://t.co/ZAraBkeTY3 
25/07/2020 03:16,1.38E+18,PM Modi and his Andhbhakats please learn a thing or two from our farmers.\nThey are asking nothing more than what is rightfully their!!! So please \n#StopHateAgainstFarmers \n#FarmersProtest https://t.co/xs19rWP8UI
26/07/2020 03:16,1.38E+18,When you wake to discover that the house you stayed had a river flowing right in front of it.. \n#FarmersProtest \n#NoVoteToBJP https://t.co/q6KfJBDTJ7 
